SaleID,ProductID,Quantity,Date,TotalAmount
1961,2,7,2024-02-24,2464.35
1962,47,3,2024-08-23,825.3
1963,55,10,2023-11-29,670.7
1964,41,9,2024-01-06,2148.3
1965,70,5,2024-04-18,1490.8
1966,96,7,2024-04-29,2804.06
1967,77,2,2024-08-17,736.34
1968,26,8,2024-03-12,1110.24
1969,52,9,2023-12-04,3958.56
1970,81,5,2024-10-14,813.8
1971,70,1,2023-07-13,52.07
1972,70,5,2024-02-16,364.15
1973,14,1,2024-06-01,206.84
1974,86,8,2024-10-02,3549.52
1975,70,7,2024-04-13,675.36
1976,43,7,2024-09-05,3148.67
1977,46,9,2023-08-11,112.77
1978,57,8,2024-05-14,839.28
1979,39,10,2023-09-09,2303.7
1980,33,4,2024-06-20,1439.24
1981,86,7,2023-12-16,1419.25
1982,5,7,2023-08-23,766.57
1983,99,8,2024-01-09,3374.72
1984,96,7,2024-04-29,308.14
1985,36,1,2024-06-22,120.95
1986,74,8,2024-10-21,1448.56
1987,97,7,2024-03-19,2238.32
1988,48,7,2023-08-04,3142.09
1989,75,6,2024-01-22,1346.52
1990,38,10,2024-01-22,1414.5
1991,94,5,2024-02-26,1335.7
1992,5,8,2023-09-07,240.72
1993,49,4,2024-03-23,1271.12
1994,74,7,2024-03-29,2949.24
1995,86,4,2024-09-12,507.04
1996,69,9,2024-03-13,2227.32
1997,74,8,2023-10-10,3609.92
1998,69,1,2024-05-26,38.53
1999,82,8,2024-01-16,1957.2
2000,75,10,2024-07-20,4666.1
2001,28,9,2024-01-07,2326.86
2002,85,4,2023-06-17,523.16
2003,34,3,2023-08-31,921.57
2004,32,8,2024-05-21,2366.24
2005,90,4,2023-12-28,283.52
2006,15,6,2024-05-28,2692.5
2007,14,2,2023-11-23,291.06
2008,91,8,2023-10-21,3662.88
2009,44,6,2024-04-02,1451.04
2010,17,8,2024-07-27,2768.08
2011,22,8,2023-08-30,2038.0
2012,9,9,2023-10-08,1530.36
2013,5,3,2024-07-18,312.36
2014,72,1,2024-10-17,493.94
2015,53,7,2023-10-03,621.95
2016,41,5,2024-10-02,473.55
2017,49,2,2024-10-01,258.9
2018,72,7,2024-05-07,894.74
2019,16,4,2023-07-08,1721.56
2020,40,3,2024-03-10,350.61
2021,6,3,2024-04-08,1252.56
2022,25,3,2023-12-21,1092.51
2023,18,10,2024-03-12,908.1
2024,67,7,2023-09-17,1476.16
2025,52,5,2024-02-04,1928.5
2026,63,10,2024-04-23,2341.1
2027,25,4,2024-02-19,447.68
2028,60,10,2023-06-30,4020.5
2029,77,2,2024-09-24,104.34
2030,35,6,2024-06-06,1789.08
2031,10,5,2024-08-30,1339.55
2032,21,9,2024-05-12,726.48
2033,94,5,2024-08-04,419.75
2034,13,2,2023-06-28,723.92
2035,57,6,2024-03-16,2977.02
2036,45,10,2024-01-19,3087.9
2037,40,3,2023-07-11,1063.77
2038,12,7,2023-11-05,1535.52
2039,86,4,2024-02-23,1976.08
2040,44,7,2024-10-09,1817.69
2041,19,1,2023-12-24,191.73
2042,87,1,2023-07-19,78.66
2043,99,5,2024-07-10,1491.0
2044,36,5,2024-07-18,2461.4
2045,71,10,2023-08-09,3191.0
2046,5,2,2024-06-04,727.5
2047,46,9,2023-06-30,758.25
2048,59,5,2023-09-16,2216.1
2049,54,6,2023-10-14,399.3
2050,98,4,2024-09-16,878.72
2051,97,10,2023-11-30,3350.8
2052,92,6,2024-02-02,1195.74
2053,69,4,2024-01-28,1085.72
2054,37,4,2024-05-04,643.12
2055,46,3,2024-05-24,1269.18
2056,85,2,2023-07-18,973.72
2057,57,1,2023-12-11,142.63
2058,36,1,2023-06-17,386.61
2059,17,3,2023-09-15,1358.1
2060,13,2,2023-10-07,254.26
2061,14,8,2024-03-22,3192.88
2062,62,9,2023-08-30,1650.87
2063,81,5,2023-10-05,1083.1
2064,57,10,2023-10-28,4380.7
2065,1,6,2023-07-30,200.1
2066,17,2,2024-09-11,968.98
2067,65,8,2023-10-01,2606.0
2068,22,8,2023-08-08,2739.76
2069,47,10,2023-08-06,4383.6
2070,44,10,2023-08-19,2584.7
2071,38,2,2024-10-01,749.26
2072,24,5,2024-03-28,2317.85
2073,2,3,2024-09-15,853.89
2074,10,6,2024-04-14,1578.36
2075,25,10,2024-03-20,285.8
2076,51,1,2024-02-14,409.67
2077,61,10,2024-04-03,769.7
2078,92,7,2023-10-27,385.49
2079,2,10,2023-08-19,3256.2
2080,97,4,2023-08-18,1866.84
2081,44,4,2024-02-20,916.64
2082,45,9,2024-03-11,1858.32
2083,63,5,2024-07-10,522.35
2084,14,6,2024-05-11,1315.98
2085,64,2,2024-10-10,568.16
2086,20,6,2023-08-26,1204.8
2087,66,8,2024-05-17,3073.92
2088,44,1,2023-08-06,50.16
2089,90,3,2023-09-05,203.61
2090,87,8,2024-03-13,3744.24
2091,100,7,2024-08-08,3014.69
2092,52,9,2024-06-28,3883.77
2093,24,8,2023-10-14,3218.48
2094,25,7,2024-10-02,1503.67
2095,7,5,2023-11-29,1605.45
2096,64,2,2024-02-18,98.22
2097,21,1,2023-11-21,143.93
2098,87,8,2023-12-20,2811.76
2099,65,9,2024-03-17,2929.86
2100,21,10,2023-10-14,119.4
2101,32,3,2023-11-06,572.58
2102,28,5,2023-07-07,2402.65
2103,75,1,2024-08-14,96.07
2104,57,10,2024-10-15,2137.1
2105,63,4,2023-08-03,1360.8
2106,18,10,2024-08-12,110.1
2107,14,10,2023-07-01,116.8
2108,9,6,2024-03-04,586.98
2109,48,6,2023-07-02,691.44
2110,82,6,2024-03-31,2340.06
2111,24,8,2024-09-10,1972.16
2112,5,9,2024-07-10,3397.86
2113,21,2,2023-07-02,176.06
2114,52,8,2023-09-27,1263.2
2115,85,1,2024-02-25,106.71
2116,42,5,2023-07-08,1302.15
2117,93,5,2024-04-13,1797.2
2118,40,5,2023-12-26,1674.85
2119,95,6,2024-08-22,2025.72
2120,21,9,2023-12-10,979.11
2121,45,6,2023-12-16,2645.58
2122,67,7,2023-11-20,375.27
2123,63,3,2024-02-04,270.42
2124,54,3,2023-11-28,1081.29
2125,17,10,2023-08-17,1750.3
2126,85,9,2024-05-20,2797.11
2127,32,9,2024-07-06,4412.52
2128,34,4,2024-05-09,734.64
2129,93,6,2024-06-14,756.24
2130,77,9,2023-12-30,3491.28
2131,63,4,2023-10-29,68.4
2132,47,5,2024-04-30,373.0
2133,81,2,2024-07-07,382.32
2134,6,3,2024-02-05,717.87
2135,99,2,2024-09-03,824.84
2136,99,10,2023-10-08,4437.2
2137,35,7,2023-10-04,778.12
2138,67,4,2023-12-18,1274.08
2139,12,8,2024-04-23,1353.68
2140,52,8,2023-11-21,1009.68
2141,8,10,2024-04-15,2128.9
2142,27,5,2023-12-14,1851.0
2143,58,4,2023-07-18,916.24
2144,82,6,2024-02-17,2677.8
2145,83,1,2024-09-06,424.11
2146,29,2,2023-12-30,65.68
2147,51,10,2024-05-17,3296.9
2148,25,10,2024-03-12,3887.4
2149,77,5,2024-09-10,2485.05
2150,83,8,2024-03-08,219.92
2151,12,10,2023-10-27,176.3
2152,20,4,2023-11-16,1355.48
2153,24,5,2023-10-18,1781.3
2154,3,5,2024-09-05,166.6
2155,18,8,2023-07-15,3857.68
2156,36,7,2023-07-03,1444.8
2157,73,1,2024-06-09,153.01
2158,22,10,2024-01-23,4890.9
2159,86,7,2024-07-01,2260.02
2160,37,8,2023-10-10,3240.48
2161,55,4,2024-06-28,74.28
2162,77,4,2024-10-04,877.68
2163,7,8,2023-09-03,1908.48
2164,49,7,2024-05-23,784.07
2165,18,10,2023-07-15,2533.4
2166,15,2,2023-08-28,246.88
2167,83,4,2024-06-04,354.76
2168,50,1,2024-04-22,298.04
2169,52,9,2024-04-21,2380.77
2170,22,6,2023-11-30,820.5
2171,71,10,2023-10-15,4295.9
2172,42,4,2023-07-01,1421.48
2173,86,1,2023-10-28,388.62
2174,46,4,2024-06-03,1761.68
2175,34,10,2024-02-27,2276.3
2176,67,5,2023-09-07,476.55
2177,89,6,2023-08-16,2583.0
2178,70,9,2023-08-22,923.4
2179,79,8,2023-06-17,2901.52
2180,25,9,2023-06-26,1656.27
2181,65,10,2024-02-25,2840.3
2182,53,2,2024-09-08,304.78
2183,63,1,2024-10-04,213.51
2184,72,1,2023-12-31,295.4
2185,17,5,2024-02-18,1640.7
2186,98,9,2023-06-25,364.23
2187,17,3,2023-09-10,724.14
2188,61,6,2024-04-06,1530.6
2189,41,5,2024-05-10,1373.6
2190,27,1,2023-07-20,214.84
2191,21,2,2024-04-27,593.62
2192,76,2,2024-03-11,536.9
2193,31,3,2024-10-20,1257.45
2194,47,4,2024-03-07,1718.56
2195,2,5,2023-10-06,1352.25
2196,50,8,2023-09-28,2857.6
2197,7,5,2024-08-19,331.7
2198,63,7,2024-09-18,2665.25
2199,92,2,2023-11-15,788.62
2200,28,1,2024-02-24,272.99
2201,24,6,2024-02-19,506.1
2202,11,3,2023-12-28,695.19
2203,81,8,2023-09-30,3054.32
2204,91,10,2024-08-20,4487.9
2205,75,2,2024-05-09,413.82
2206,21,4,2023-07-13,1353.72
2207,74,2,2024-01-30,272.14
2208,73,8,2024-07-24,3157.28
2209,92,9,2024-09-22,2689.38
2210,50,1,2023-12-13,400.3
2211,64,6,2023-09-10,2725.56
2212,93,8,2024-05-06,1834.16
2213,90,9,2024-10-19,4310.1
2214,30,6,2024-03-08,2840.88
2215,98,10,2024-03-31,3299.2
2216,96,8,2024-07-16,2783.52
2217,94,5,2024-10-11,735.7
2218,89,1,2024-01-12,381.12
2219,17,4,2024-02-05,1023.28
2220,1,9,2023-11-16,3581.55
2221,91,2,2024-04-27,840.82
2222,2,5,2024-02-27,201.3
2223,31,6,2024-07-29,245.82
2224,85,6,2024-09-11,2987.64
2225,61,2,2024-06-25,728.82
2226,28,5,2024-04-30,2405.65
2227,97,2,2024-08-25,295.74
2228,94,8,2024-10-07,338.88
2229,46,1,2024-10-05,451.51
2230,30,4,2024-06-14,1969.12
2231,30,4,2023-10-22,421.2
2232,56,9,2024-06-29,1203.66
2233,2,5,2024-04-14,411.0
2234,91,1,2023-12-06,92.53
2235,69,7,2023-09-06,2694.16
2236,23,4,2024-04-09,333.92
2237,55,9,2024-08-14,775.62
2238,85,4,2023-10-25,1270.04
2239,90,7,2023-11-23,3407.81
2240,87,4,2023-08-07,1141.32
2241,43,8,2024-10-11,1780.48
2242,77,8,2023-08-19,3742.8
2243,99,7,2024-04-16,2909.13
2244,32,2,2024-03-09,945.36
2245,26,3,2023-12-11,1138.08
2246,80,4,2024-08-14,354.0
2247,6,5,2024-07-13,2092.0
2248,94,5,2024-07-09,1859.1
2249,96,7,2024-03-10,1969.1
2250,50,1,2024-06-26,435.17
2251,83,8,2023-07-11,556.08
2252,83,2,2023-07-08,462.6
2253,8,9,2024-03-19,3798.54
2254,1,1,2024-06-08,371.02
2255,63,7,2024-09-22,2660.42
2256,19,6,2024-08-16,1124.4
2257,54,2,2023-07-09,730.1
2258,90,3,2024-09-26,980.04
2259,88,1,2023-09-24,325.66
2260,84,10,2023-09-17,3029.7
2261,10,6,2024-06-30,672.6
2262,79,4,2023-09-30,332.84
2263,89,1,2023-09-25,404.53
2264,63,5,2024-09-01,1565.45
2265,95,8,2024-01-06,1314.4
2266,99,2,2024-09-10,970.12
2267,53,6,2023-06-27,2016.72
2268,77,1,2024-01-02,290.15
2269,6,6,2023-09-06,1271.34
2270,61,7,2024-08-22,2183.44
2271,57,6,2024-09-27,1085.82
2272,73,3,2023-11-09,169.59
2273,78,9,2023-10-12,121.86
2274,57,3,2024-09-28,999.81
2275,56,7,2023-08-17,1356.04
2276,29,1,2024-02-14,128.45
2277,13,10,2024-01-01,3240.9
2278,2,9,2023-10-15,2666.34
2279,8,9,2023-11-26,998.46
2280,62,9,2023-12-18,2746.17
2281,10,6,2024-09-10,1987.62
2282,61,4,2023-07-13,1327.56
2283,54,10,2024-09-03,1093.8
2284,85,7,2024-06-25,3483.2
2285,100,4,2024-10-17,1784.76
2286,7,10,2024-05-16,1340.3
2287,45,8,2024-10-08,3070.24
2288,74,7,2024-03-12,3337.25
2289,37,10,2023-08-16,4274.5
2290,35,6,2024-10-29,370.44
2291,92,9,2024-04-04,491.76
2292,5,3,2023-06-30,1143.45
2293,9,6,2023-07-22,2021.4
2294,5,5,2023-11-24,182.85
2295,5,8,2024-04-21,1621.44
2296,4,1,2024-04-18,212.4
2297,50,7,2023-09-10,2142.49
2298,79,2,2024-09-25,383.16
2299,58,5,2024-09-14,2297.0
2300,37,10,2024-08-28,2466.9
2301,60,6,2024-08-25,234.0
2302,43,5,2024-07-18,1134.6
2303,17,9,2024-08-13,3107.34
2304,86,6,2023-08-14,2324.16
2305,17,10,2024-01-26,4627.7
2306,17,5,2024-06-04,1622.35
2307,96,4,2024-07-19,1292.56
2308,51,1,2023-10-12,137.41
2309,26,10,2023-08-17,1369.2
2310,36,5,2024-04-12,387.65
2311,86,1,2023-11-01,413.9
2312,26,2,2023-07-24,717.7
2313,11,6,2024-09-20,2247.72
2314,86,4,2024-05-19,320.36
2315,54,6,2023-08-11,2402.7
2316,9,1,2024-08-21,305.99
2317,58,5,2023-11-30,771.1
2318,64,9,2023-06-28,3594.06
2319,13,6,2023-07-11,2106.54
2320,27,8,2023-07-13,520.08
2321,72,6,2024-07-18,2008.56
2322,23,10,2023-12-31,2122.8
2323,51,9,2024-01-14,2469.33
2324,29,7,2023-09-03,1180.13
2325,7,4,2024-10-21,197.28
2326,74,8,2024-08-03,3395.6
2327,58,3,2023-12-10,1421.46
2328,63,9,2023-07-15,628.47
2329,52,3,2024-07-12,997.62
2330,39,5,2023-06-23,2444.8
2331,76,10,2024-06-27,3698.0
2332,43,9,2024-03-25,2911.86
2333,1,4,2023-08-22,1401.28
2334,12,8,2023-11-26,382.48
2335,12,9,2023-10-13,1992.42
2336,34,10,2024-03-08,3967.8
2337,39,7,2023-09-07,1707.23
2338,81,9,2024-02-23,4222.62
2339,47,5,2024-03-24,2130.0
2340,78,4,2024-03-27,1909.96
2341,45,6,2024-09-22,1585.98
2342,54,3,2023-10-11,312.66
2343,7,10,2024-01-29,2764.8
2344,51,8,2024-10-18,1241.28
2345,73,1,2024-01-12,385.97
2346,18,9,2024-04-09,809.37
2347,43,1,2023-06-21,328.2
2348,52,10,2024-04-02,2717.1
2349,87,5,2023-12-09,1899.45
2350,6,7,2023-07-06,1552.67
2351,91,4,2023-11-24,1349.0
2352,77,6,2023-12-24,486.84
2353,52,9,2024-03-29,320.58
2354,52,3,2023-10-20,742.14
2355,57,7,2024-08-26,306.25
2356,71,5,2024-07-22,912.6
2357,38,7,2024-01-21,429.31
2358,38,6,2023-11-03,583.02
2359,15,8,2024-07-07,2993.92
2360,40,3,2024-10-12,183.54
2361,62,5,2024-04-07,405.4
2362,30,6,2023-09-21,2105.76
2363,83,6,2024-01-26,661.62
2364,73,8,2023-08-01,1952.56
2365,12,10,2024-03-15,4746.0
2366,58,10,2023-07-08,2400.8
2367,75,2,2024-01-04,943.32
2368,46,5,2023-12-29,355.25
2369,90,8,2023-07-12,217.76
2370,8,8,2023-07-30,3278.72
2371,75,2,2023-12-22,592.18
2372,10,8,2024-02-06,2814.0
2373,93,9,2024-02-13,2914.56
2374,67,1,2024-01-21,196.85
2375,2,4,2024-05-25,1125.68
2376,30,10,2024-07-26,3415.8
2377,55,5,2024-07-05,86.2
2378,21,2,2023-10-23,814.56
2379,50,5,2024-05-19,1724.85
2380,44,4,2023-10-01,206.68
2381,5,7,2023-10-05,2420.25
2382,96,9,2023-12-24,4365.81
2383,52,5,2023-12-24,415.45
2384,26,9,2024-06-03,4243.77
2385,55,1,2024-09-13,394.34
2386,5,2,2023-12-03,519.28
2387,71,5,2024-05-05,1783.45
2388,90,1,2023-09-19,229.02
2389,1,5,2024-08-31,2201.45
2390,53,5,2023-12-23,764.85
2391,84,3,2024-07-25,1012.44
2392,27,10,2023-09-18,2545.9
2393,79,8,2024-10-18,1107.44
2394,30,9,2024-10-14,3941.64
2395,78,10,2024-02-23,4015.5
2396,3,8,2024-10-15,1537.76
2397,78,4,2024-10-19,1956.16
2398,37,4,2023-11-07,814.48
2399,76,3,2024-03-16,1106.61
2400,11,10,2024-02-21,4344.3
2401,27,3,2024-05-04,214.38
2402,47,8,2024-04-14,2986.08
2403,89,9,2023-10-29,1321.56
2404,40,7,2024-09-12,379.47
2405,75,1,2024-08-26,337.24
2406,87,2,2024-02-19,293.88
2407,60,4,2024-03-05,918.28
2408,85,1,2023-07-30,258.67
2409,5,5,2023-07-05,822.55
2410,100,1,2023-10-06,184.43
2411,62,7,2024-07-15,1944.6
2412,36,7,2024-07-17,3325.14
2413,96,5,2024-07-14,1243.85
2414,75,4,2023-11-14,546.6
2415,19,8,2024-08-31,2487.92
2416,42,2,2024-08-12,119.22
2417,55,3,2023-12-10,589.17
2418,25,1,2024-05-02,466.07
2419,40,2,2024-10-17,850.4
2420,46,3,2024-04-12,730.05
2421,69,9,2023-12-09,4258.71
2422,74,7,2023-12-23,978.25
2423,28,5,2023-11-19,359.25
2424,77,1,2024-07-15,288.81
2425,12,1,2024-08-03,367.85
2426,97,6,2023-12-10,2124.96
2427,24,2,2023-08-06,560.22
2428,19,8,2024-03-15,1352.32
2429,14,3,2023-12-23,1024.38
2430,72,6,2024-09-19,1964.52
2431,61,4,2024-10-20,1621.8
2432,72,7,2024-02-20,1387.19
2433,82,10,2024-01-25,1847.3
2434,63,6,2024-02-23,1866.66
2435,18,8,2024-07-18,1224.96
2436,58,9,2024-08-26,3088.35
2437,91,7,2023-08-28,2521.26
2438,67,10,2024-01-11,4191.6
2439,6,2,2024-09-12,660.18
2440,70,1,2023-07-24,419.59
2441,2,8,2023-07-18,2375.44
2442,12,8,2024-06-13,982.88
2443,37,10,2024-04-19,1662.5
2444,59,9,2023-09-24,1000.26
2445,15,4,2024-02-14,1747.76
2446,75,10,2024-09-21,3905.0
2447,98,2,2024-04-08,192.4
2448,58,8,2024-04-14,3998.08
2449,65,7,2023-09-07,227.57
2450,72,10,2024-05-09,1528.3
2451,21,2,2024-06-12,458.02
2452,36,2,2024-08-12,712.22
2453,20,3,2024-05-19,1281.57
2454,88,8,2024-03-22,3340.48
2455,18,2,2024-01-03,160.78
2456,65,1,2024-10-15,492.75
2457,73,4,2024-09-01,1851.96
2458,20,7,2023-08-20,2368.66
2459,35,9,2024-02-12,3091.23
2460,25,10,2023-12-28,3690.7
2461,8,10,2024-09-13,962.8
2462,19,10,2023-11-15,4343.0
2463,75,1,2023-09-12,470.21
2464,76,5,2023-10-02,1415.3
2465,1,1,2024-01-18,267.0
2466,70,5,2024-07-22,1012.05
2467,16,2,2024-04-20,270.3
2468,3,9,2024-02-18,3144.06
2469,58,7,2024-07-08,2006.27
2470,57,10,2024-09-06,4219.0
2471,37,2,2024-06-14,575.06
2472,43,2,2024-03-03,536.48
2473,47,6,2024-06-02,1403.76
2474,54,2,2024-03-13,933.14
2475,32,2,2024-06-28,609.66
2476,7,2,2023-12-27,839.06
2477,84,1,2024-09-06,367.49
2478,71,4,2023-11-28,1491.8
2479,27,7,2023-12-24,1383.2
2480,62,4,2024-04-18,779.72
2481,9,9,2024-07-17,1759.05
2482,53,10,2024-10-14,2767.4
2483,6,7,2023-08-23,413.49
2484,68,8,2023-11-27,1845.36
2485,14,6,2024-04-10,1059.96
2486,20,5,2023-06-29,715.7
2487,74,1,2023-12-22,394.48
2488,46,5,2024-03-17,620.05
2489,32,8,2024-02-16,2999.2
2490,32,7,2023-10-26,1910.79
2491,76,4,2024-09-07,1960.96
2492,7,9,2024-01-31,1676.88
2493,66,10,2023-11-23,4228.2
2494,89,9,2024-08-04,2103.12
2495,37,8,2024-10-14,2061.04
2496,80,5,2024-08-17,476.05
2497,84,5,2023-11-22,715.8
2498,73,10,2024-08-05,3715.1
2499,50,9,2023-06-21,303.03
2500,25,8,2023-11-09,3407.84
2501,26,3,2023-09-02,421.38
2502,80,2,2024-01-29,252.7
2503,37,2,2024-06-12,496.22
2504,63,6,2023-06-17,2949.0
2505,47,2,2024-01-13,515.78
2506,92,7,2023-12-19,1657.32
2507,88,6,2023-11-25,1667.94
2508,76,7,2023-08-31,2071.51
2509,85,8,2023-11-04,1570.56
2510,32,6,2024-04-29,2108.16
2511,4,2,2024-09-07,785.06
2512,74,1,2024-01-26,63.1
2513,86,2,2023-11-17,66.02
2514,45,1,2023-11-12,313.43
2515,69,10,2024-03-04,2300.7
2516,55,10,2023-07-20,3587.4
2517,19,1,2024-06-25,461.12
2518,81,2,2024-09-29,968.02
2519,63,3,2024-10-08,1182.36
2520,95,4,2023-06-28,671.88
2521,96,1,2023-08-12,392.56
2522,80,7,2023-08-01,2048.83
2523,40,10,2024-08-08,989.8
2524,74,7,2024-02-11,2950.29
2525,41,4,2023-10-04,181.88
2526,53,8,2024-09-18,2537.6
2527,72,7,2024-04-30,3166.24
2528,34,8,2024-06-22,3806.72
2529,51,7,2024-01-08,1331.33
2530,78,3,2024-04-01,926.82
2531,80,7,2023-07-23,523.18
2532,95,1,2024-09-16,302.05
2533,42,6,2023-10-19,2338.32
2534,75,3,2024-07-07,577.65
2535,53,4,2023-12-26,1450.36
2536,46,9,2023-11-20,1374.57
2537,60,3,2024-06-07,1120.77
2538,21,9,2024-09-20,4368.78
2539,73,8,2024-01-20,622.0
2540,34,9,2024-10-15,1116.63
2541,96,7,2024-03-27,1992.06
2542,6,7,2023-12-17,872.13
2543,34,4,2023-12-18,1781.04
2544,66,3,2023-11-19,137.22
2545,58,1,2023-07-24,226.5
2546,55,8,2024-03-02,235.6
2547,54,7,2024-09-25,554.19
2548,79,10,2023-08-05,2407.1
2549,34,3,2024-03-11,563.82
2550,82,4,2023-10-24,1529.6
2551,20,1,2023-09-06,28.02
2552,27,1,2024-06-21,166.15
2553,58,5,2024-10-05,141.15
2554,26,6,2023-09-11,106.92
2555,55,7,2023-09-09,1842.12
2556,77,8,2024-10-01,1360.24
2557,80,10,2023-08-12,2698.9
2558,90,9,2023-12-20,4410.99
2559,40,6,2024-06-04,557.58
2560,17,7,2023-10-24,385.42
2561,12,4,2023-10-23,1025.44
2562,91,4,2024-01-24,378.48
2563,79,5,2024-08-05,1441.4
2564,65,8,2024-01-14,3433.68
2565,95,6,2023-07-24,251.94
2566,25,6,2023-06-27,1552.92
2567,63,7,2023-11-28,604.52
2568,60,9,2023-08-14,2708.91
2569,53,7,2024-02-09,2751.28
2570,84,1,2024-02-03,291.01
2571,63,9,2023-09-26,3787.56
2572,59,3,2023-08-27,1032.48
2573,85,10,2023-12-21,1145.5
2574,46,10,2024-01-03,2614.6
2575,11,9,2024-10-05,4163.76
2576,61,5,2024-09-21,1630.85
2577,17,6,2023-09-18,148.98
2578,72,9,2024-03-12,4270.5
2579,35,3,2023-09-05,631.89
2580,30,6,2024-03-17,2447.16
2581,70,8,2023-08-15,883.84
2582,37,4,2024-04-26,254.76
2583,70,2,2023-10-24,538.28
2584,55,7,2024-03-08,1687.0
2585,17,9,2024-08-23,1673.82
2586,53,10,2024-09-09,1441.1
2587,15,6,2024-06-15,2733.72
2588,84,3,2024-01-04,163.08
2589,70,7,2024-09-01,467.95
2590,24,4,2024-03-13,175.16
2591,78,9,2023-09-08,1921.59
2592,98,1,2023-08-02,394.82
2593,20,6,2023-08-16,1759.8
2594,1,2,2024-09-07,74.64
2595,60,7,2024-10-14,2312.24
2596,2,4,2024-02-05,357.16
2597,51,10,2024-02-06,657.8
2598,34,9,2024-03-18,1936.26
2599,11,7,2023-07-15,1963.99
2600,13,5,2024-01-17,2028.4
2601,26,4,2024-07-06,1199.92
2602,90,2,2023-07-17,495.62
2603,98,1,2024-08-03,472.04
2604,44,2,2024-03-03,483.1
2605,88,2,2024-02-04,488.96
2606,23,10,2023-12-09,2300.8
2607,67,7,2023-12-09,533.4
2608,58,3,2023-06-28,1009.41
2609,46,1,2024-08-10,12.51
2610,39,10,2024-05-11,3078.4
2611,76,9,2024-09-16,4020.93
2612,32,8,2024-09-07,1172.8
2613,21,4,2023-08-15,1625.96
2614,28,4,2023-08-31,1167.16
2615,98,10,2024-02-08,2517.9
2616,23,3,2024-07-23,117.75
2617,59,1,2023-11-09,462.27
2618,74,1,2023-06-21,126.62
2619,20,10,2024-04-23,2945.1
2620,73,8,2024-09-19,990.64
2621,50,10,2023-09-17,2591.0
2622,53,6,2024-10-20,2439.0
2623,80,3,2024-06-09,285.75
2624,80,8,2023-10-13,3193.12
2625,83,5,2024-10-23,746.5
2626,68,9,2024-09-28,2258.46
2627,99,10,2023-08-01,3378.5
2628,14,7,2024-08-11,138.53
2629,80,3,2024-08-25,423.84
2630,90,7,2024-02-12,371.7
2631,1,8,2024-02-20,136.72
2632,10,8,2023-07-09,1699.68
2633,56,9,2023-06-21,3258.99
2634,62,4,2023-12-19,1666.44
2635,72,1,2023-08-02,458.99
2636,36,1,2023-12-09,205.86
2637,41,8,2023-07-13,3939.6
2638,16,3,2024-02-10,1475.94
2639,21,3,2024-02-25,1385.37
2640,13,4,2023-12-07,1391.64
2641,3,7,2024-02-21,905.52
2642,34,1,2024-01-17,378.57
2643,99,1,2024-01-25,136.41
2644,90,9,2024-02-25,3951.54
2645,58,7,2024-04-18,2278.15
2646,33,2,2024-05-04,789.66
2647,33,1,2024-09-12,70.14
2648,61,3,2024-07-17,180.48
2649,42,2,2024-01-04,636.86
2650,4,8,2023-12-09,2704.48
2651,11,4,2023-06-22,430.92
2652,56,7,2024-07-29,2763.6
2653,85,6,2024-06-24,1193.52
2654,3,9,2024-01-19,1324.53
2655,39,7,2024-07-12,2449.51
2656,20,10,2024-07-21,1474.6
2657,50,2,2024-04-05,257.5
2658,62,10,2023-12-21,3408.2
2659,89,1,2023-12-28,439.75
2660,52,2,2024-05-30,530.58
2661,65,3,2024-05-05,440.07
2662,32,3,2024-01-23,875.55
2663,25,3,2024-08-15,1006.83
2664,45,10,2024-07-10,3071.6
2665,51,1,2024-01-20,148.94
2666,76,4,2023-12-25,777.96
2667,51,10,2024-09-16,216.2
2668,65,2,2023-10-03,536.1
2669,58,3,2023-12-29,686.4
2670,30,9,2024-03-27,1751.4
2671,34,10,2024-04-01,4422.6
2672,78,5,2024-02-12,112.3
2673,27,1,2023-07-21,454.38
2674,57,8,2024-07-07,1052.64
2675,35,1,2023-08-03,452.24
2676,75,10,2023-12-18,4612.1
2677,94,1,2024-05-26,73.08
2678,75,4,2024-08-14,470.12
2679,96,10,2024-03-28,1870.3
2680,71,1,2023-11-26,379.41
2681,19,4,2024-09-01,340.2
2682,78,1,2024-01-16,243.18
2683,20,10,2024-08-07,628.4
2684,91,8,2023-11-28,3659.52
2685,80,4,2023-08-14,170.96
2686,69,2,2024-04-02,126.42
2687,18,8,2023-12-12,2235.2
2688,38,2,2024-01-12,893.0
2689,11,4,2024-08-28,1321.56
2690,42,5,2023-08-25,263.55
2691,5,2,2024-03-17,727.78
2692,10,10,2023-07-09,4420.5
2693,59,6,2024-02-26,2747.58
2694,35,10,2023-07-01,1832.3
2695,68,2,2024-05-23,146.12
2696,18,3,2024-05-28,913.86
2697,54,7,2024-01-10,589.96
2698,64,6,2024-02-06,1573.32
2699,25,4,2024-09-03,1790.88
2700,21,7,2024-05-13,2994.81
2701,45,6,2023-12-24,2450.1
2702,83,7,2023-07-17,1814.89
2703,18,1,2023-08-04,81.23
2704,57,5,2024-03-29,990.55
2705,9,9,2024-02-13,2522.07
2706,99,10,2024-09-13,234.4
2707,67,8,2023-09-19,2693.2
2708,25,7,2023-10-13,2824.78
2709,57,9,2024-05-04,4283.28
2710,53,10,2023-07-14,4890.3
2711,14,5,2024-02-04,2479.3
2712,27,10,2024-08-23,1444.1
2713,10,3,2023-12-06,1034.67
